Identifier,Title,Description,Currency,Amount Awarded,Award Date,Recipient Org:Identifier,Recipient Org:Name,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Publisher:Prefix,Publisher:Name,Licence,Licence Name,_recipient_id,_recipient_name,_recipient_type,_recipient_income,_recipient_is_grantmaker,_may_be_regranted,Location:ladcd,Location:ladnm,Location:utlacd,Location:utlanm,Location:rgncd,Location:rgnnm,Location:ctrycd,Location:ctrynm,Location:latitude,Location:longitude,Location:source,_last_updated
360G-tnlcomfund-0045285444,Covid-19 Amman Valley Trotting Club,Amman Valley Trotting Club have received £31262 to enable them to continue supporting their community when the COVID-19 pandemic ends. The club have seen a loss in income due to the pandemic. Mae Clwb Trotian Cwm Amman wedi derbyn £31262 i'w galluogi i barhau i gefnogi eu cymuned pan ddaw pandemig COVID-19 i ben. Mae'r clwb wedi gweld colled mewn incwm oherwydd y pandemig.,GBP,31262,14/05/2020,GB-COH-5310934,AMMAN VALLEY TROTTING CLUB LTD,GB-GOR-PB188,The National Lottery Community Fund,People and Places 3,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),,,,,FALSE,FALSE,W06000012,Neath Port Talbot,W06000012,Neath Port Talbot,,,W92000004,Wales,51.797359,-3.85941,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045285858,Covid-19 Just Ask!,In response to the demand from people during the COVID-19 crisis Ray of Light Wales Cancer Support will use £51183 to create a digital platform and telephone support for those affected by cancer including support and assistance phone calls counselling virtual group support. Mewn ymateb i'r galw gan bobl yn ystod argyfwng COVID-19 bydd Cymorth Canser Ray of Light Cymru yn defnyddio £51183 i greu platfform digidol a chymorth ffôn i'r rhai y mae canser yn effeithio arnynt gan gynnwys galwadau ffôn cymorth cwnsela ah cefnogaeth grp rhithwir.,GBP,51183,14/05/2020,GB-CHC-1190392,Ray of Light Wales Cancer Support,GB-GOR-PB188,The National Lottery Community Fund,People and Places 3,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1190392,RAY OF LIGHT CANCER SUPPORT,registered-charity,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.519581,-3.12826,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045287145,Covid-19 Cefnogi Cymunedau Mon,Medrwn Môn in partnership with the Isle of Anglesey County Council and Menter Môn will provide a strong workforce to support Local Support Teams who have established to support their communities through the COVID-19 pandemic. With a £59995 grant they will provide information and sharing of good practice as well as contribute to the increased demand in emergency supply of food essential items and well-being resources to the local community. Bydd Medrwn Môn mewn partneriaeth â Chyngor Sir Ynys Môn a Menter Môn yn darparu gweithlu cryf i gefnogi Timau Cymorth Lleol sydd wedi sefydlu i gefnogi eu cymunedau trwy'r pandemig COVID-19. Gyda grant o £59995 byddant yn darparu gwybodaeth a rhannu arfer da yn ogystal â chyfrannu at y galw cynyddol am gyflenwi bwyd eitemau hanfodol ac adnoddau llesiant brys i'r gymuned leol.,GBP,59995,14/05/2020,GB-CHC-1088828,Medrwn Mon,GB-GOR-PB188,The National Lottery Community Fund,People and Places 3,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1088828,MEDRWN MON,registered-charity,586182,FALSE,FALSE,W06000001,Isle of Anglesey,W06000001,Isle of Anglesey,,,W92000004,Wales,53.276031,-4.35508,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045287235,Covid-19 Llamau Coronavirus Response,Llamau Ltd have been awarded £98988 to adapt and increase their essential services which support young people women and families at risk of homelessness who are facing additional challenges as a result of COVID-19. These services include supported accommodation family mediation domestic abuse outreach and a youth homeless helpline which will help mitigate the impact of the crisis upon their client group. Dyfarnwyd £98988 i Llamau Ltd i addasu a chynyddu eu gwasanaethau hanfodol sy'n cefnogi pobl ifanc menywod a theuluoedd sydd mewn perygl o fod yn ddigartref sy'n wynebu heriau ychwanegol o ganlyniad o COVID-19. Mae'r gwasanaethau hyn yn cynnwys llety â chymorth cyfryngu teuluol allgymorth cam-drin domestig a llinell gymorth digartrefedd ieuenctid a fydd yn helpu i liniaru effaith yr argyfwng ar eu grp cleientiaid.,GBP,98988,14/05/2020,GB-CHC-701772,Llamau Limited,GB-GOR-PB188,The National Lottery Community Fund,People and Places 3,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-701772,LLAMAU LIMITED,registered-charity,14006892,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.487049,-3.19817,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045288025,Covid-19 Art and Soul Tribe CIC,Art and Soul Tribe CIC have received £93828 to launch an online mental health course (Mindset Mojo) along with a range of additional online courses such as digital skills movement and physical wellbeing creative art therapy and music tuition. They are also creating new and moving existing activities online such as nursery rhyme and storytelling sessions for mums and burlesque chair dancing for older people. A team of young volunteers Youth Tribe will undertake social activities such as delivering letters and pictures to isolated older people and online choirs. They plan to hold a community festival to bring together the community when social restrictions end. Mae Art and Soul Tribe CIC wedi derbyn £93828 i lansio cwrs iechyd meddwl ar-lein (Mindset Mojo) ynghyd ag ystod o gyrsiau ar-lein ychwanegol fel sgiliau digidol symud a lles corfforol therapi celf greadigol a hyfforddiant cerdd. Maent hefyd yn creu gweithgareddau newydd a theimladwy ar-lein fel hwiangerddi a sesiynau adrodd straeon i famau a dawnsio cadeiriau burlesque i bobl hn. Bydd tîm o wirfoddolwyr ifanc Youth Tribe yn ymgymryd â gweithgareddau cymdeithasol fel danfon llythyrau a lluniau i bobl hn ynysig a chorau ar-lein. Maent yn bwriadu cynnal gyl gymunedol i ddod â'r gymuned ynghyd pan ddaw cyfyngiadau cymdeithasol i ben.,GBP,93828,14/05/2020,GB-COH-10462046,Art and Soul Tribe CIC,GB-GOR-PB188,The National Lottery Community Fund,People and Places 3,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-COH-10462046,ART AND SOUL TRIBE CIC,registered-company,,FALSE,FALSE,W06000005,Flintshire,W06000005,Flintshire,,,W92000004,Wales,53.207771,-3.07357,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045288027,Covid-19 Dewis Choice,Aberystwyth University have received £99998 to support older victims-survivors of domestic abuse across Wales and address the co-existence of dementia and domestic violence the current legislative framework welfare benefits and pension entitlements for all forms of domestic abuse including: older male victims and LGBTQ older survivors. A forum will be set up for older survives and online training will be delivered to practitioners and organisations. This project will enable them to expand services Wales-wide expanding on the expertise and learning from the existing work. Mae Prifysgol Aberystwyth wedi derbyn £99998 i gefnogi dioddefwyr hn-goroeswyr cam-drin domestig ledled Cymru a mynd i’r afael â chydfodolaeth dementia a thrais domestig y fframwaith deddfwriaethol cyfredol lles budd-daliadau a hawliau pensiwn ar gyfer pob math o gam-drin domestig gan gynnwys: gwryw hn dioddefwyr a goroeswyr hn LGBTQ. Bydd fforwm yn cael ei sefydlu ar gyfer pobl hn sydd wedi goroesi a bydd hyfforddiant ar-lein yn cael ei ddarparu i ymarferwyr a sefydliadau. Bydd y prosiect hwn yn eu galluogi i ehangu gwasanaethau ledled Cymru gan ehangu ar yr arbenigedd a dysgu o'r gwaith presennol.,GBP,99998,14/05/2020,GB-CHC-1145141,Prifysgol Aberystwyth / Aberystwyth University,GB-GOR-PB188,The National Lottery Community Fund,People and Places 3,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1145141,PRIFYSGOL ABERYSTWYTH,registered-charity,116023000,FALSE,FALSE,W06000008,Ceredigion,W06000008,Ceredigion,,,W92000004,Wales,52.414478,-4.07288,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045289498,Covid-19 Maesteg Covid-19 Community Help,Special Families Maesteg have received £78600 so that they can support their community through the COVID-19 pandemic. They will provide wellbeing/check-up calls on a regular basis and run errands for those unable to leave their homes. The grant will cover staffing rent running costs and volunteer expenses. Mae Special Families Maesteg wedi derbyn £78600 fel y gallant gefnogi eu cymuned trwy'r pandemig COVID-19. Byddant yn darparu galwadau lles/gwirio yn rheolaidd ac yn bod o gymorth ar gyfer y rhai na allant adael eu cartrefi. Bydd y grant yn cynnwys costau staffio rhent costau rhedeg a gwirfoddolwyr.,GBP,78600,14/05/2020,GB-CHC-1171814,Special Families Maesteg,GB-GOR-PB188,The National Lottery Community Fund,People and Places 3,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1171814,SPECIAL FAMILIES MAESTEG,registered-charity,35861,FALSE,FALSE,W06000013,Bridgend,W06000013,Bridgend,,,W92000004,Wales,51.60004,-3.66732,recipientOrganizationLocation,03:24.7
360G-WCVA-24586,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,20000,14/05/2020,360G-WCVA-0010N00004MAXiAQAX,Gellideg Foundation Group,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000024,Merthyr Tydfil,W06000024,Merthyr Tydfil,,,W92000004,Wales,51.75405783,-3.406941505,recipientOrganizationPostcode,03:24.7
360G-WCVA-24587,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,75000,14/05/2020,360G-WCVA-0010N00004M9tckQAB,North East Wales Mind (NEW Mind),GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000005,Flintshire,W06000005,Flintshire,,,W92000004,Wales,53.1669047,-3.133920435,recipientOrganizationPostcode,03:24.7
360G-WCVA-24588,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,75000,14/05/2020,360G-WCVA-0014G00002U3WYNQA3,Wales Council of the Blind,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.48138138,-3.165776554,recipientOrganizationPostcode,03:24.7
360G-WCVA-24589,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,2795,15/05/2020,360G-WCVA-0010N00004M8q2rQAB,RecRock LTD,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000018,Caerphilly,W06000018,Caerphilly,,,W92000004,Wales,51.57918254,-3.173162336,recipientOrganizationPostcode,03:24.7
360G-ClothworkersFdn-202001216,Grant to NW Nappy Collaborative CIC,COVID19 : Purchase of kitchen equipment for a CIC that works with period and nappy poverty in Wrexham ,GBP,5000,18/05/2020,GB-COH-11403050,NW Nappy Collaborative CIC,GB-CHC-274100,The Clothworkers Foundation,Clothworkers' Emergency Capital Programme,360G-clothworkersfdn,The Clothworkers Foundation,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-COH-11403050,NW NAPPY COLLABORATIVE C.I.C.,registered-company,,FALSE,FALSE,W06000006,Wrexham,W06000006,Wrexham,,,W92000004,Wales,53.07039103,-3.023596668,recipientOrganizationPostcode,03:24.7
360G-WCVA-24590,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,10000,18/05/2020,360G-WCVA-0010N00004JnJIZQA3,Abergele Community Action Ltd,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000003,Conwy,W06000003,Conwy,,,W92000004,Wales,53.28751078,-3.579915534,recipientOrganizationPostcode,03:24.7
360G-WCVA-24591,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,61000,18/05/2020,360G-WCVA-0010N00004MAXjTQAX,Elite Supported Employment Agency Ltd S.E.A,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.53552376,-3.39175825,recipientOrganizationPostcode,03:24.7
360G-WCVA-24592,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,20000,18/05/2020,360G-WCVA-0010N00004KBuMYQA1,Veteran Horse Society,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000008,Ceredigion,W06000008,Ceredigion,,,W92000004,Wales,52.08588723,-4.65546402,recipientOrganizationPostcode,03:24.7
360G-Big_Night_In-Children_in_Need_(BNI)-256,VSCE Community Match Challenge Fund,Organisations who support children and young people to achieve their potential,GBP,5000,19/05/2020,GB-CHC-1159502,Twyn Action Group Youth Club,GB-GOR-D5,"Department for Digital, Culture, Media and Sport",VCSE Covid Recovery Fund,360G-DCMS,"Department for Digital, Culture, Media and Sport",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1159502,TWYN COMMUNITY HUB,registered-charity,174973,FALSE,FALSE,W06000024,Merthyr Tydfil,W06000024,Merthyr Tydfil,,,W92000004,Wales,51.74147892,-3.367352235,recipientOrganizationPostcode,03:24.7
360G-Big_Night_In-Children_in_Need_(BNI)-725,VSCE Community Match Challenge Fund,Organisations who support children and young people to achieve their potential,GBP,3000,19/05/2020,GB-COH-11250532,Swansea Autism Movement Community Interest Company,GB-GOR-D5,"Department for Digital, Culture, Media and Sport",VCSE Covid Recovery Fund,360G-DCMS,"Department for Digital, Culture, Media and Sport",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-COH-11250532,SWANSEA AUTISM MOVEMENT COMMUNITY INTEREST COMPANY,registered-company,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.57405948,-4.003951025,recipientOrganizationPostcode,03:24.7
360G-Big_Night_In-Children_in_Need_(BNI)-846,VSCE Community Match Challenge Fund,Organisations who support children and young people to achieve their potential,GBP,3297.09,19/05/2020,GB-CHC-1125921,Bridgend Carers Centre,GB-GOR-D5,"Department for Digital, Culture, Media and Sport",VCSE Covid Recovery Fund,360G-DCMS,"Department for Digital, Culture, Media and Sport",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1125921,BRIDGEND CARERS CENTRE,registered-charity,334225,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.61473982,-3.441574746,recipientOrganizationPostcode,03:24.7
360G-Leathersellers-a003z00000tAUxJAAW,Grant to Twynyrodyn Community Hub,Covid Fund Small Grant unrestricted core costs,GBP,1000,19/05/2020,GB-CHC-1159502,Twynyrodyn Community Hub,GB-CHC-278072,The Leathersellers' Company Charitable Fund,Small Grant,360G-Leathersellers,The Leathersellers' Company Charitable Fund,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1159502,TWYN COMMUNITY HUB,registered-charity,174973,FALSE,FALSE,W06000024,Merthyr Tydfil,W06000024,Merthyr Tydfil,,,W92000004,Wales,51.74147892,-3.367352235,recipientOrganizationPostcode,03:24.7
360G-WCVA-24594,Voluntary Services Emergency Fund,"With the funding Care and Repair want to purchase essential PPE to continue carrying out urgent repair and adaptation works, facilitating hospital discharge and ensuring older people can live in safe homes.",GBP,66354.5,19/05/2020,360G-WCVA-0010N00004M8mmIQAR,Care & Repair Cymru,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.48036329,-3.157714168,recipientOrganizationPostcode,03:24.7
